         DATE_START   PER   STP           DELT        SIMTIME       STORAGE_IN      STORAGE_OUT           CHD_IN          CHD_OUT     GHB_NORTH_IN    GHB_NORTH_OUT     GHB_SOUTH_IN    GHB_SOUTH_OUT           SFR_IN          SFR_OUT          MNW2_IN         MNW2_OUT     FMP_WELLS_IN    FMP_WELLS_OUT       FMP_FNR_IN      FMP_FNR_OUT         IN_OUT  PERCENT_ERROR
2012-09-01T00:00:00    33     1           15.0          989.0       5440.75233              0.0              0.0              0.0              0.0       1438.10284              0.0       2261.76712        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   3.5479388E-9  5.9274729E-11
2012-09-16T00:00:00    33     2           15.0         1004.0       5423.08144              0.0              0.0              0.0              0.0       1432.13744              0.0       2250.06163        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   2.9931471E-9  5.0153997E-11
2012-10-01T00:00:00    34     1           15.5         1019.5       5263.26462        0.0483933              0.0              0.0              0.0       1348.99458              0.0       2173.33927        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   3.3624019E-9  5.7891633E-11
2012-10-16T12:00:00    34     2           15.5         1035.0       5245.73709              0.0              0.0              0.0              0.0       1343.18571              0.0       2161.66900        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   3.3605829E-9  5.8035453E-11
2012-11-01T00:00:00    35     1           15.0         1050.0       4861.43499        0.1381420              0.0              0.0              0.0       1139.15325              0.0       1981.26121        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   4.0554369E-9  7.5013627E-11
2012-11-16T00:00:00    35     2           15.0         1065.0       4845.97028              0.0              0.0              0.0              0.0       1134.26877              0.0       1970.81914        201.97476              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   4.6647983E-9  8.6532545E-11
2012-12-01T00:00:00    36     1           15.5         1080.5       4277.04150        0.2103691              0.0              0.0              0.0        868.83101              0.0       1735.15231        270.00933              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   3.6061465E-9  7.3746715E-11
2012-12-16T12:00:00    36     2           15.5         1096.0       4263.20007              0.0              0.0              0.0              0.0        864.80119              0.0       1725.55108        270.00933              0.0              0.0              0.0              0.0       2285.71429        342.85714              0.0   2.4501787E-9  5.0249083E-11
2013-01-01T00:00:00    37     1           15.5         1111.5       2673.34579       1221.13719              0.0              0.0              0.0        585.34529              0.0       1478.26997        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   4.7575668E-9  1.4483791E-10
2013-01-16T12:00:00    37     2           15.5         1127.0       2618.67018       1171.93585              0.0              0.0              0.0        583.29656              0.0       1474.84443        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.5124685E-9  1.0874257E-10
2013-02-01T00:00:00    38     1           14.0         1141.0       2209.76858       1142.56115              0.0              0.0              0.0        382.57246              0.0       1296.04162        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   5.1841198E-9  1.8375745E-10
2013-02-15T00:00:00    38     2           14.0         1155.0       2165.12347       1101.51582              0.0              0.0              0.0        381.31386              0.0       1293.70045        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.7530299E-9  1.3516979E-10
2013-03-01T00:00:00    39     1           15.5         1170.5       1977.27095       1063.43426              0.0              0.0        0.9660698        303.56562              0.0       1222.64380        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.6147867E-9  1.3958626E-10
2013-03-16T12:00:00    39     2           15.5         1186.0       1932.19603       1021.84057              0.0              0.0        1.2280914        302.63832              0.0       1220.35190        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   2.9240255E-9  1.1490059E-10
2013-04-01T00:00:00    40     1           15.0         1201.0       2030.64926        978.02853              0.0              0.0              0.0        377.49481              0.0       1286.53258        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   2.7293936E-9  1.0330567E-10
2013-04-16T00:00:00    40     2           15.0         1216.0       1989.63878        940.97065              0.0              0.0              0.0        376.05369              0.0       1284.02109        268.54952              0.0              0.0              0.0              0.0              0.0        342.85714              0.0   3.1504896E-9  1.2112398E-10
2013-05-01T00:00:00    41     1           15.5         1231.5       2700.58264              0.0              0.0              0.0              0.0        572.92585              0.0       1454.17600        269.37635              0.0              0.0              0.0              0.0       1285.71429        342.85714              0.0   2.5820555E-9  7.7941406E-11
2013-05-16T12:00:00    41     2           15.5         1247.0       2691.60679              0.0              0.0              0.0              0.0        570.15258              0.0       1447.97341        269.37635              0.0              0.0              0.0              0.0       1285.71429        342.85714              0.0   3.5192897E-9  1.0652118E-10
2013-06-01T00:00:00    42     1           15.0         1262.0       4165.40943              0.0              0.0              0.0              0.0        827.53196              0.0       1667.31869        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   8.0435711E-9  1.7078379E-10
2013-06-16T00:00:00    42     2           15.0         1277.0       4152.36742              0.0              0.0              0.0              0.0        823.49625              0.0       1658.31240        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   5.7816578E-9  1.2309897E-10
2013-07-01T00:00:00    43     1           15.5         1292.5       4654.43547              0.0              0.0              0.0              0.0       1095.61025              0.0       1888.26644        201.53118              0.0              0.0              0.0              0.0       2214.94710        342.85714              0.0   5.7307261E-9  1.1023121E-10
